name,hasAnnotation,hasSentence,Example.Construction,label,comment
Example_1455,['taxes handcuff'],"[""regulations and taxes handcuff entrepreneurs' desire to create new markets and businesses"", 'Rules']",['Subject(T) Verb(S)'],"['Rules, regulations and taxes handcuff...']",
Example_1424,['debt growing'],['Credit card debt has been growing significantly'],['Subject(T) Verb(S)'],['Credit card debt has been growing...'],
Example_2777,['gun control trap'],"[""New Jersey's Gun Control Trap.""]","[""Noun's(T) Noun(S)""]","[""New Jersey's Gun Control Trap.""]",
Example_1389,['Rioters ravage'],['Rioters ravage Jakarta despite Suharto gesture'],['Subject(T) Verb(S)'],['Rioters ravage Jakarta despite...'],
Example_3822,,"['thoughtful guy.”', 'upright', 'King told Berman that he believes Coats is an “honest']",,['King told Berman that he believes...'],
Example_5003,['spell out ideas'],['His goal was to take the original languages and spell out ideas behind the text in simple ways.'],['Verb(S) Direct Object(T)'],['His goal was to take the original...'],
Example_4035,['outlaw state'],"[""The World's Most Dangerous Place: Inside the Outlaw State of Somalia""]",['Adjective(S) Noun(T)'],"[""The World's Most Dangerous Place:...""]",
Example_1237,,"['and beyond my control', 'But it was different when the suffering was overwhelming', 'and global']",,['But it was different when the suffering...'],
Example_1627,,['When Life Throws Roadblocks in the Way of Your Goals: How will you handle the obstacles in your path?'],,['When Life Throws Roadblocks in...'],
Example_512,['seized power'],"['The military seized power from the democratically elected government of the NLD', 'accusing the party of\xa0""election fraud.""']",['Verb(S) Direct Object(T)'],['The military seized power from...'],
Example_983,,"['found himself in an unenviable position when Russia invaded Ukraine in February.', 'a professor in the Institute for the Oceans and Fisheries', 'Evgeny Pakhomov']",,"['Evgeny Pakhomov, a professor in...']",
Example_2671,['hungry for money'],"['bassist of the legendary rock band KISS', ""recently told People why he's always hungry for more money and always achieving more."", 'Gene Simmons']",['Adjective(S) Noun(T)'],"['Gene Simmons, bassist of the legendary...']",
Example_2212,,['Break Free from Fashion Rules'],,['Break Free from Fashion Rules'],
Example_665,['filled with anger'],['He was filled with anger.'],['Verb(S) preposition Noun(T)'],['He was filled with anger.'],
Example_5233,['taxation punishes'],"['and its taxation punishes whatever success that its suffocating regulatory regime does not prevent.', 'The state cannot pay its bills and poorly educates its young']",['Subject(T) Verb(S)'],['The state cannot pay its bills...'],
Example_2536,,['One of the worst-run businesses in the United States is also the largest business in the nation. The federal government is in financial disarray. It spends more than it makes and its investments are not based on sound financial principles.\n\nThe question often asked is should the U.S. government be run like a business? Should it abide by the same rules that all businesses in the United States must follow?'],,['One of the worst-run businesses...'],
Example_5449,['digested the main gist'],"[""I haven't fully digested the main gist of that paper.""]",['Verb(S) Direct Object(T)'],"[""I haven't fully digested the main...""]",
Example_4528,['weeds of poverty'],"['and more than 60 percent of Asians who are entangled in the unjust weeds of poverty and bound up by the interlocking realities of systemic racism...', '...68 percent of Latinos and Natives']",['Noun(S) of Noun(T)'],"['...68 percent of Latinos and Natives,...']",
Example_1063,['mind is racing'],"[""It's bedtime"", ""but your\xa0mind\xa0is\xa0racing\xa0and you can't sleep.""]",['Noun(T) copula Adjective(S)'],"[""It's bedtime, but your\xa0mind\xa0is\xa0racing\xa0and...""]",
Example_4152,,"[""I've squandered every opportunity to advance my career.""]",,"[""I've squandered every opportunity...""]",
Example_647,['financial freedom'],"['That could mean having the financial freedom to change careers', 'work less or travel the world.']",['Adjective(S) Noun(T)'],['That could mean having the financial...'],
Example_4953,['adopt a ban'],"['On Monday', 'stating that “such activities are fundamentally contrary to the role of pharmacists as healthcare providers.”', 'the group voted at its annual meeting to adopt a ban as an official policy']",['Verb(S) Direct Object(T)'],"['On Monday, the group voted at its...']",
Example_5259,['taxes infect'],"['The word “take” peppers the chapter', 'just like how taxes infect us everywhere.']",['Subject(T) Verb(S)'],"['The word “take” peppers the chapter,...']",
Example_1170,,['Why Your Computer Hates You'],['Subject(T) Verb(S)'],['Why Your Computer Hates You'],['your computer hates you']
Example_5575,['book possesses'],"['The book possesses an internal consistency', '.']",['Subject(T) Verb(S)'],['The book possesses an internal...'],
Example_751,['business competes'],['This business competes with the big banks and aims to serve Canadians who want to unlock their home equity or the cash surrender value of their whole life'],['Subject(T) Verb(S)'],['This business competes with the...'],
Example_3609,['bottom of the corporate ladder'],['They Started at the Bottom of the Corporate Ladder.'],['Noun(S) of Noun(T)'],['They Started at the Bottom of the...'],
Example_3439,['legislation grew'],"['to how Russia had used hackers and social media to influence the election in favor of the GOP.', 'at best', 'The legislation grew out of frustration that the administration was indifferent']",['Subject(T) Verb(S)'],['The legislation grew out of frustration...'],
Example_2358,,"['but it does not need lessons from a bankrupt tax cheat who depends on federal subsidies and bailouts.', 'America needs to balance its budget']",,"['America needs to balance its budget,...']",['America needs to balance its budget']
Example_3901,['Balkanization of society'],"['but doesn\'t lead to a Balkanization of society and allows ways of finding common ground.""', '""The question has to do with how do we harness this technology in a way that allows a multiplicity of voices', 'allows a diversity of views']",['Noun(S) of Noun(T)'],"['""The question has to do with how...']",
Example_2789,,['I’ve heard people argue that everyone needs a gun. That’s madness.'],,['I’ve heard people argue that everyone...'],"['gun, madness']"
Example_4265,['murky outlook'],"['In some ways', 'a murky outlook is common as economic expansions age and the next recession begins to take shape on the horizon.']",['Adjective(S) Noun(T)'],"['In some ways, a murky outlook is...']",
Example_3665,['tiptoeing around obvious questions'],['Are members of the news media tiptoeing around obvious questions about Trump’s instability?'],['Verb(S) preposition Noun(T)'],['Are members of the news media tiptoeing...'],
Example_3686,,['...to be grandfathered into the market with an initial endowment equal to the amount of water allocated to them under the current licensing system.'],['Verb(S) preposition Noun(T)'],['...to be grandfathered into the...'],['grandfathered into the market']
Example_2420,['stolen rights'],"[""isn't so nice to see that we are finally getting some of our stolen rights back."", 'Gee']",['Adjective(S) Noun(T)'],"[""Gee, isn't so nice to see that...""]",
Example_5179,['beat cancer'],['Can We Beat Cancer at Its Own Game?'],['Verb(S) Direct Object(T)'],['Can We Beat Cancer at Its Own ...'],
Example_1451,['tax shackles'],['Pharma firms rush to escape US tax shackles.'],['Noun(T) Noun(S) Compound'],['Pharma firms rush to escape US...'],
Example_2909,,['Look at what his ideas have spawned.'],,['Look at what his ideas have sp...'],
Example_1415,,['Obama and Romney Strike Blows Over Benghazi'],,['Obama and Romney Strike Blows Over...'],
Example_3830,,['It denotes moral wholeness and innocence.'],['Adjective(T) Noun(S)'],['It denotes moral wholeness and...'],['moral wholeness']
Example_4558,,"[""So their so-called new plan is sort of a half-baked idea but that's like the other ones they came up with on income trusts.""]",,['So their so-called new plan is...'],
Example_550,['putrid history'],"['” Mr. Ignizio said. “We need to leave that putrid history where it belongs', 'This is something rising from the ashes', 'in the past""']",['Adjective(S) Noun(T)'],['This is something rising from the...'],
Example_5558,,['Veterans Affairs Canada: Well-Oiled Machine or Department in Crisis?'],,['Veterans Affairs Canada: Well-Oiled...'],
Example_3478,['steer the ship of state'],"['but it may be necessary to steer the ship of state from turbulent and dangerous waters', 'Not putting pressure on the US Department of Justice to prosecute Trump will be unpopular with much of the Democratic base']",['Verb(S) Direct Object(T)'],['Not putting pressure on the US...'],
Example_1085,['force-fed information'],['In a matter of minutes the audience is force-fed information...'],['Verb(S) Direct Object(T)'],['In a matter of minutes the audience...'],
Example_2719,['gun plague'],"[""America's gun plague""]","[""Noun's(T) Noun(S)""]","[""America's gun plague""]",
Example_3649,['equalizing education'],['The Common Core standards may accomplish the goal of equalizing education but not in a way the supporters initially hoped'],['Verb(S) Direct Object(T)'],['The Common Core standards may accomplish...'],
Example_756,['cancer journey'],"['Throughout her cancer journey', 'Bonnie found strength by staying hopeful for the future.']","[""Noun's(T) Noun(S)""]","['Throughout her cancer journey,...']",
Example_3532,['murders are down'],"['but shootings and murders are down this year.', 'The mayor says he has never seen crime at this level']",['Noun(T) copula Adjective(S)'],['The mayor says he has never seen...'],
Example_2263,,"['it would help to have the support of the rich – those greedy fat cats we all love to hate.', 'To reverse course']",,"['To reverse course, it would help...']",['greedy fat cats']
Example_1968,['resources to be unlocked'],['A joint approach could allow for resources to be unlocked that would likely not otherwise be productive'],['Subject(T) Verb(S)'],['A joint approach could allow for...'],
Example_4538,['holds all the power'],"['Such a person', 'given the resources of', 'say', 'might create a world of his own where he is surrounded...', 'an immensely wealthy family and a business in which he holds all the power']",['Verb(S) Direct Object(T)'],"['Such a person, given the resources...']",
Example_4738,,"['Closing the gap between spending and revenue over two years would necessitate some painful cuts — but gradually', 'over four or five years', 'says Kneebone.', ""doesn't have to hurt""]",,['Closing the gap between spending...'],
Example_3861,,"['and she will lead with head held high as Maisa has a strong moral fiber.', 'Her values will not be shaken']",['Adjective(T) Noun(S)'],"['Her values will not be shaken,...']",['strong moral fiber']
Example_1920,,"[""we're pretty close."", 'but other than that', ""I think we've gotten closer over this little while. We get into arguments sometimes""]",,"[""I think we've gotten closer over...""]",
Example_4560,,['President Donald J. Trump: Scores Touchdown!'],,['President Donald J. Trump: Scores...'],['scores touchdown']
Example_3326,,"[""domestic flights are slowly resuming and China's civil aviation market is beginning to warm up again"", 'tells CNN Travel.', '""With the government\'s policy to restart work and factories', 'a China-based aviation data service company', '"" an analyst at VariFlight']",,"['""With the government\'s policy to...']",
Example_5291,['dismantle the theory'],"[""Jamie Bacon's defence is trying to dismantle the theory that the notorious drug trafficker was the mastermind behind a 2008 murder attempt""]",['Verb(S) Direct Object(T)'],"[""Jamie Bacon's defence is trying...""]",
Example_2035,,['Things are going smoothly at the hospital.'],['Subject(T) Verb(S)'],['Things are going smoothly at the...'],
Example_2514,['machine of government'],"['or a pulley', 'let it go', 'or a crank', 'let it go: perchance it will wear smooth--certainly the machine will wear out. If the injustice has a spring', 'at any rate', 'exclusively for itself', 'or a rope', 'If the injustice is part of the necessary friction of the machine of government', 'then I say', 'break the law. Let your life be a counter-friction to stop the machine. What I have to do is to see', 'that I do not lend myself to the wrong which I condemn.', 'then perhaps you may consider whether the remedy will not be worse than the evil; but if it is of such a nature that it requires you to be the agent of injustice to another']",['Noun(S) of Noun(T)'],['If the injustice is part of the...'],
Example_4512,['chained by poverty'],"['Though politically the country is free', 'its people remain chained by poverty.']",['Passive-Verb(S) by Noun(T)'],['Though politically the country...'],['Link expired']
Example_2213,,"['Fiedler said gender-diverse people are often required to push through barriers', 'When it comes to medical care and documentation']",,['When it comes to medical care and...'],
Example_3022,['mired in debt'],"['you might not be able to see the end of your long', 'lonely tunnel.', 'When you’re mired in debt']",['Verb(S) preposition Noun(T)'],"['When you’re mired in debt, you...']",
Example_2390,['sea of debt'],['The world is sinking in a\xa0sea of debt.'],['Noun(S) of Noun(T)'],['The world is sinking in a\xa0sea of...'],
Example_3664,,"['think seriously about planning your exit.', 'If you are walking on eggshells in order to prevent your mate from becoming angry']",,['If you are walking on eggshells...'],
Example_4464,['ship of state'],"[""there's a decent chance that the seat reserved for the leader of Her Majesty's Loyal Opposition will be occupied by Poilievre — an ideologue who would love nothing more than to turn the ship of state around and head in the opposite direction."", 'And when the House of Commons reconvenes in September']",['Noun(S) of Noun(T)'],['And when the House of Commons reconvenes...'],
Example_3287,['structure of the institution'],"['it is important to enter into a working relationship with key members of your campus administration responsible for issues affecting students with disabilities.', 'Regardless of the structure of the institution']",['Noun(S) of Noun(T)'],['Regardless of the structure of...'],
Example_2149,['Balkanized fare barriers'],['Transit is bogged down by Balkanized fare barriers.'],['Verb(S) Direct Object(T)'],['Transit is bogged down by Balkanized...'],
Example_897,['Blow to the Economy'],['A Body Blow to the Economy'],['Verb(S) Direct Object(T)'],['A Body Blow to the Economy'],
Example_4918,['fell into a depression'],"['Hart fell into a depression and felt like he was ""snowballing downhill.""']",['Verb(S) preposition Noun(T)'],['Hart fell into a depression and...'],
Example_5239,['taxes are given'],['And my taxes are given to takers. What about hard-working Americans?'],['Subject(T) Verb(S)'],['And my taxes are given to takers....'],
Example_3050,,['Are girls’ misconceptions of STEM subjects holding them back?'],,['Are girls’ misconceptions of STEM...'],['holding them back']
Example_4212,['sparked a passion'],"['which sparked a passion for design.', 'Hodgson also got a job with a local screen printing company', 'During this time']",['Verb(S) Direct Object(T)'],"['During this time, Hodgson also...']",
Example_4038,,"[""International Poll Finds U.S. Still Viewed As World's Bully""]",,['International Poll Finds U.S. Still...'],['Dialect unclear']
Example_4525,['vines of poverty'],['We are not free from the creeping vines of poverty.'],['Noun(S) of Noun(T)'],['We are not free from the creeping...'],
Example_2783,,"['The gun debate has been made more tedious because it follows gun-owners’ talking points', 'many of which are absurd.']",,['The gun debate has been made more...'],
Example_1479,,['Taro buns close in taste and color to bakery treats'],,['Taro buns close in taste and color...'],
Example_1052,,"[""Liberal MP warns against 'class warfare' rhetoric on proposed tax changes""]","[""Noun's(T) Noun(S)""]","[""Liberal MP warns against 'class...""]",['class warfare']
Example_2339,['welfare narcotic'],"['Led by Bob Dole', 'opportunity and optimism to the families enslaved by the welfare narcotic.', 'we will bring new hope']",['Noun(T) Noun(S) Compound'],"['Led by Bob Dole, we will bring...']",
Example_277,,"[""Offspring's educational attainment was also strongly linked with the odds of moving upward or downward on the social class ladder.""]",,"[""Offspring's educational attainment...""]",['moving upward or downward on the social class ladder']
Example_848,['boosted out of poverty'],"['three and four people -- collectively account for 46 percent of all households in poverty', 'according to this Census data.', 'The three household sizes that get boosted out of poverty due to a wage hike to $10.10 -- households of two']",['Verb(S) preposition Noun(T)'],['The three household sizes that...'],
Example_3361,['inflamed with jealousy'],"['A Hall County man inflamed with jealousy shot a man who spent the night with his estranged wife', 'a prosecutor told a jury Wednesday.']",['Verb(S) preposition Noun(T)'],['A Hall County man inflamed with...'],
Example_4526,['weeds of poverty'],['Mother Martha is working to loosen the strangling weeds of poverty and watching children blossom and thrive under her care.'],['Noun(S) of Noun(T)'],['Mother Martha is working to loosen...'],['Link expired']
Example_551,['notice the mistake'],"[""Scientists didn't notice the mistake in their calculations until the satellite was put into orbit.""]",['Verb(S) Direct Object(T)'],"[""Scientists didn't notice the mistake...""]",
Example_1452,,"[""Settlers in the Southern backcountry understood it as a sovereign individual's right to be free from taxes and government""]",,['Settlers in the Southern backcountry...'],['free from taxes']
Example_3544,,"['Building a Life in Sync', 'A Pessimist and an Optimist']",['Verb(S) Direct Object(T)'],"['A Pessimist and an Optimist, Building...']",['building a life']
Example_3240,['world leader'],['Should Canada strive to be a world leader in innovation?'],['Noun(T) Noun(S) Compound'],['Should Canada strive to be a world...'],
Example_5244,['takes taxes'],"[""As with every Canadian who heads into the office — someone else's office — the government takes taxes off each paycheque""]",['Verb(S) Direct Object(T)'],['As with every Canadian who heads...'],
Example_5597,['locked up in that cryptic little verse'],"[""it's likely to be locked up in that cryptic little verse forever."", 'Whatever Emily meant']",['Verb(S) preposition Noun(T)'],"[""Whatever Emily meant, it's likely...""]",
Example_2670,['tighten gun laws'],['Ottawa under pressure to tighten gun laws after swift action in New Zealand'],['Verb(S) Direct Object(T)'],['Ottawa under pressure to tighten...'],
Example_2673,,"['If all goes as planned', 'Facebook will finally pull the trigger later this month on its long-salivated-over IPO.']",,"['If all goes as planned, Facebook...']",
Example_1412,,['They’re putting back some of the basic skills that have been taken out of the curriculum previously.'],['Noun(S) of Noun(T)'],['They’re putting back some of the...'],['out of the curriculum']
Example_4025,,"[""Political liabilities developed over more than four decades on the national stage and three runs for president won't be erased overnight.""]",,['Political liabilities developed...'],
Example_5122,['a pit of depression'],"[""Princess Martha Louise Was in a 'Pit of Depression' Following Ex-Husband's Death by Suicide""]",['Noun(S) of Noun(T)'],['Princess Martha Louise Was in a...'],
Example_4331,['hide my excitement'],"['"" Francis told reporters after the meeting.', '""I tried to hide my excitement', ""I don't know if you guys noticed that""]",['Verb(S) Direct Object(T)'],"['""I tried to hide my excitement,...']",
Example_2568,['steering the country'],"['there is talk in Bangkok of discontent with the pace at which the military government is steering the country back to democracy.', 'Already']",['Verb(S) Direct Object(T)'],"['Already, there is talk in Bangkok...']",
Example_3683,,['These include an array of highly toxic substances that were effectively grandfathered into the market...'],['Verb(S) preposition Noun(T)'],['These include an array of highly...'],['grandfathered into the market']
Example_3860,,"['He was a man of kindness', 'a man of strong moral fiber']",['Adjective(T) Noun(S)'],"['He was a man of kindness, a man...']",['strongmoral fiber']
Example_929,['wrested control'],['The Democrats wrested control of four governerships from the Republicans'],['Verb(S) Direct Object(T)'],['The Democrats wrested control of...'],"['in some cases, the loss of possession is not voluntary']"
Example_3438,,['Out of these discussions will grow legislation of farreaching importance.'],,['Out of these discussions will grow...'],
Example_3633,['thirsty gas-powered sedans'],"['like those with 12-cylinder engines.', ""Palmer says Aston needs to offset the brand's thirsty gas-powered sedans""]",['Adjective(S) Noun(T)'],['Palmer says Aston needs to offset...'],
Example_2074,,['the US is already bankrupt and living off its credit cards'],,['the US is already bankrupt and...'],
Example_4188,,"[""They have become a redundant and obsolete cog in a machine that really doesn't need them""]",,['They have become a redundant and...'],
Example_3265,['government said'],"['the federal government said.', 'Unvaccinated children aged five to 11 traveling with a fully vaccinated adult will no longer need a COVID-19 test to enter Canada beginning Monday']",['Subject(T) Verb(S)'],['Unvaccinated children aged five...'],
Example_4446,,"['A source inside the party says Tabuns', 'is the most likely politician to take over', 'who has served as the MPP for Toronto-Danforth since 2006']",,['A source inside the party says...'],['inside the party']
Example_2972,,"['…the former Tory leader engaged in ""dirty and crooked politics"" that\xa0breached the province\'s ethics rules.\xa0']",,['…the former Tory leader engaged...'],['crooked politics']
Example_3832,,['A credible leader who acts with integrity and moral wholeness ...'],['Adjective(T) Noun(S)'],['A credible leader who acts with...'],['moral wholeness']
Example_3185,['drown us in debt'],['The ship of state heads for a second wave which may swamp us or at least drown us in debt.\xa0'],['Verb(S) Direct Object(T)'],['The ship of state heads for a second...'],
Example_5255,['taxation is theft'],"['The polarized politics might be characterized by contrasting the assertion by 19th-century anarchist Pierre-Joseph Proudhon that ""property is theft"" with the modern anarcho-capitalist insistence that ""taxation is theft.""']",['Noun(T) copula Noun(S)'],['The polarized politics might be...'],
Example_446,,"['By this juncture', ""readers' blood may have reached the boiling point.""]",,"[""By this juncture, readers' blood...""]",
Example_5385,['time devours'],['Time devours our most precious relationships and possession'],['Subject(T) Verb(S)'],['Time devours our most precious...'],
Example_3530,,"['police spokesman Thomas Ahern said many of the city’s gun killings are committed with illegally owned firearms.', 'Asked why Chicago had so few red flag firearm restraining orders']",['Noun(T) Noun(S) Compound'],['Asked why Chicago had so few red...'],['firearm restraining orders']
Example_1617,['foggy concept'],['Legal experts say capacity is a foggy concept in Canadian law.'],['Adjective(S) Noun(T)'],['Legal experts say capacity is a...'],
Example_1748,['upper scale earners'],['The bottom line however remains that the upper scale earners pay much more tax such that the top 20% do pay something like 55% of all tax.'],['Adjective(S) Noun(T)'],['The bottom line however remains...'],
Example_796,['warm hearts'],['Warm Hearts at an Icy Elopement'],['Adjective(S) Noun(T)'],['Warm Hearts at an Icy Elopemen...'],
Example_4704,['approach for consultation'],"['that will draw on the numerous initiatives and progress already made on this issue in recent years.""', 'a spokesperson for Immigration Minister Kathleen Weil', 'said she\'s working to ""find the best approach for a constructive consultation', 'Gabrielle Tellier']",['Noun(S) preposition Noun(T)'],"['Gabrielle Tellier, a spokesperson...']",
Example_4416,['Liberalism attacks'],['Liberalism attacks monopoly.'],['Subject(T) Verb(S)'],['Liberalism attacks monopoly.'],
Example_3904,['balkanization of Mexican organized crime'],"['"" Stratfor\'s Mexican security analyst Tristan Reed wrote in October 2013.', '""The balkanization of Mexican organized crime has shifted the focus of all criminal organizations from planning new incursions to addressing existing challenges within their territory']",['Noun(S) of Noun(T)'],"['""The balkanization of Mexican organized...']",
Example_3282,"[""government's business""]","['Que.', '""I don\'t think it\'s the government\'s business to tell a woman what she should or shouldn\'t be wearing', '"" said Trudeau while campaigning in Alma']","[""Noun's(T) Noun(S)""]","['""I don\'t think it\'s the government\'s...']",
Example_3995,"[""foundation of our nation's infrastructure""]","['and this effort is a necessary next step towards our ultimate goal – a paid family and medical leave program interwoven into the foundation of our nation’s infrastructure.', 'It was an important starting point']",['Noun(S) of Noun(T)'],"['It was an important starting point,...']",
Example_5305,['misread its Canadian shoppers'],['Target misread its Canadian shoppers and retail market: business expert'],['Verb(S) Direct Object(T)'],['Target misread its Canadian shoppers...'],
Example_5370,['valuable time'],['How coronavirus testing fumbles squandered valuable time'],['Adjective(S) Noun(T)'],['How coronavirus testing fumbles...'],
Example_4504,,['The Hidden Epidemic: A Report on Child and Family Poverty in Toronto'],,['The Hidden Epidemic: A Report on...'],
Example_5356,,['Your horoscope for the week ahead'],,['Your horoscope for the week ah...'],
Example_5005,['healthy conversation'],['Healthy Conversation Skills'],['Adjective(S) Noun(T)'],['Healthy Conversation Skills'],
Example_4435,,"['Canadians themselves have not become more extreme in their beliefs', 'said Eric Merkley', 'a researcher at the University of Toronto — but the ideological beliefs of party supporters are now more distinct and partisans in Canada increasingly dislike those on the other side of the fence.']",,['Canadians themselves have not become...'],
Example_5569,,['Which car part belongs to which car?'],,['Which car part belongs to which...'],
Example_1529,,['True community consultation; Equal partners in decision-making ... Irshad Manji believes that a healthy democracy has room for all theorie'],['Subject(T) Verb(S)'],['True community consultation; Equal...'],['equal partners in decision-making']
Example_1244,['hold on power'],['The president kept his hold on power.'],['Noun(S) preposition Noun(T)'],['The president kept his hold on...'],
Example_3216,,['It’s just a matter of time before capital markets begin charging an additional rate premium to a poorly managed business (named Province of New Brunswick).'],,['It’s just a matter of time before...'],
Example_3867,,"['fearing it would evoke a tidal wave of immorality and drug use', 'the conservative British government banned radio stations from playing rock ’n roll.', 'In the 1960s']",['Noun(S) preposition Noun(T)'],"['In the 1960s, fearing it would...']",['tidal wave of immorality']
Example_658,['hold onto your beliefs'],"['to hold onto your beliefs and become more determined is for me the', 'To be jailed for 27 years would likely make most people give up completely']",['Verb(S) preposition Noun(T)'],['To be jailed for 27 years would...'],
Example_3600,,['Liberal Party requests recount in tight Quebec race it lost to Bloc'],,['Liberal Party requests recount...'],
Example_2487,['Western Empire will slowly crumble'],['NATO and the Western Empire will slowly crumble apart without the corporate media ever noticing.'],['Subject(T) Verb(S)'],['NATO and the Western Empire will...'],
Example_3030,['weighed down by debt'],['Provides debt counselling for those who are weighed down by debt.'],['Passive-Verb(S) by Noun(T)'],['Provides debt counselling for those...'],
Example_3038,['financial freedom'],['The Top 10 Obstacles Keeping You from Financial Freedom'],['Adjective(T) Noun(S)'],['The Top 10 Obstacles Keeping You...'],
Example_823,,['New York Times columnist warns America may be inadvertently dragged into direct war with Russia.'],,['New York Times columnist warns...'],
Example_4373,['bursting with joy'],"['""I\'m just beyond excited. I\'m out at the site now and it\'s just', '"" she said in an interview Wednesday.', ""my heart's bursting with joy — lots of hugs with lots of old friends""]",['Verb(S) preposition Noun(T)'],"['""I\'m just beyond excited. I\'m out...']",
Example_5030,['foundations of the Miller family'],['The magnitude of the news shook the foundations of the Miller family.'],['Noun(S) of Noun(T)'],['The magnitude of the news shook...'],
Example_1250,['hold power'],"[""Justin Trudeau says Stephen Harper 'changing the rules' to hold power""]",['Verb(S) Direct Object(T)'],['Justin Trudeau says Stephen Harper...'],
Example_2989,,['Lifestyle inflation is the enemy of financial freedom'],['Noun(S) of Noun(T)'],['Lifestyle inflation is the enemy...'],['enemy of financial freedom']
Example_445,,['And the temperature is approaching a boiling point as two\xa0men on the sidewalk seem on the verge of coming to blows.'],,['And the temperature is approaching...'],
Example_1809,,"['Our state government', 'a well oiled machine of efficiency.']",,"['Our state government, a well oiled...']",
Example_652,['hold on to your beliefs'],['Hold on to your beliefs and never let them go.'],['Verb(S) preposition Noun(T)'],['Hold on to your beliefs and never...'],
Example_3298,['wheels of government'],['The real deep “stable state” of the op-ed is made up of people he hired and appointed and the people he needs to make the wheels of government turn.'],['Noun(S) of Noun(T)'],['The real deep “stable state” of...'],
Example_3541,,"['Only a fraction of victims report a sexual assault to police and an even smaller amount of those reports will lead to charges', 'Sinclair said.']",,['Only a fraction of victims report...'],
Example_2428,"[""trample Ontarians'Charter Rights""]","['President Patty Coates said the OFL is ""outraged"" at Ford\'s unprecedented use of the notwithstanding clause to trample Ontarians\' Charter Rights.']",['Verb(S) Direct Object(T)'],['President Patty Coates said the...'],
Example_3048,['swimming in debt'],['Swimming in debt means you are always at risk of being pulled under'],['Verb(S) preposition Noun(T)'],['Swimming in debt means you are...'],
Example_2626,,"['but one thing he was was a slave driver. He pushed and pushed and pushed.', 'They can say a lot of things about Stephen Harper']",,['They can say a lot of things about...'],
Example_2477,,"['the government had estimated the economy shrank at a 0.1 percent ... Buying goods from foreigners bleeds money from the economy', 'Initially']",,"['Initially, the government had estimated...']",
Example_5043,['fell in with a bad crown'],"['the actor of Plains Cree descent fell in with a bad crowd in high school.', 'Raised by a single mom in Vancouver']",['Verb(S) preposition Noun(T)'],"['Raised by a single mom in Vancouver,...']",
Example_2823,,['Feeling down? Northern Albertans can sign up for daily positive text messages'],,['Feeling down? Northern Albertans...'],
Example_3033,['burden of debt'],"['Austerity would almost certainly make things worse by pushing the country into recession', 'thus worsening the burden of debt.']",['Noun(S) of Noun(T)'],['Austerity would almost certainly...'],
Example_2158,,"['I’m not a gun crazy person', 'but I respect them and want to learn how to protect myself.']",,"['I’m not a gun crazy person, but...']",['gun crazy']
Example_357,['swamp of poverty and underdevelopment'],"['Unsettled disputes between the two South Asian nuclear rivals are “dragging this region back to the swamp of poverty and underdevelopment""']",['Noun(S) of Noun(T)'],['Unsettled disputes between the...'],
Example_35,['bully of his allies'],['Trump reveals himself as the bully of his allies.'],['Noun(S) of Noun(T)'],['Trump reveals himself as the bully...'],
Example_666,['contain her joy'],"[""She couldn't contain her joy.""]",['Verb(S) Direct Object(T)'],"[""She couldn't contain her joy.""]",
Example_1215,['gas guzzler'],['This SUV sure is a gas guzzler.'],['Noun(T) Noun(S) Compound'],['This SUV sure is a gas guzzler...'],
Example_5554,,"['producing checks every month.', 'the welfare bureaucracy continued to hum along', 'Despite the debt crisis']",,"['Despite the debt crisis, the welfare...']",
Example_1326,,"[""Corruption spreads like wildfire as individuals develop an “every man for himself” attitude towards the lack of employment and resources in 'Radiance of Tomorrow.'""]",,['Corruption spreads like wildfire...'],
Example_1039,['rights from infringement'],['We need to protect our rights from infringement.'],['Noun(S) preposition Noun(T)'],['We need to protect our rights from...'],
Example_4735,['slash funding'],['Thursday’s announcement targeting homeless also comes as the Biden administration warns that budget proposals from House Republicans would slash funding for public aid programs.'],['Verb(S) Direct Object(T)'],['Thursday’s announcement targeting...'],
Example_4313,['filled with pleasure'],['he was  filled with  pleasure and utter awe'],,['he was  filled with  pleasure and...'],
Example_3365,,"['testosterone and\xa0envy\xa0take over and\xa0sparks\xa0are going to fly.', 'when you put four stallions together in a tiny arena', 'Normally']",,"['Normally, when you put four stallions...']",
Example_3913,['country is split'],['Opinion polls show the country is split pretty much down the middle between those who want to leave the EU as soon as possible and those who are still hoping the country could somehow remain in the bloc.'],['Subject(T) Verb(S)'],['Opinion polls show the country...'],
Example_2028,['law schools compete'],"['The authors show that as law schools compete to improve their rankings', 'their programs become more homogenized and less accessible to non-traditional students.']",['Subject(T) Verb(S)'],['The authors show that as law schools...'],
Example_3514,,['Since the political breakdown of this broken down legislature is ten Democrats and nine Republicans any shift can be seismic.'],['Adjective(S) Noun(T)'],['Since the political breakdown of...'],['broken down legislature']
Example_5434,['foundation of trust'],['The teacher-student relationship is one built on a foundation of trust'],['Noun(S) of Noun(T)'],['The teacher-student relationship...'],
Example_1649,['grappling with immigration'],['Biden grappling with immigration and travel restrictions as pandemic worsens'],['Verb(S) preposition Noun(T)'],['Biden grappling with immigration...'],
Example_2831,['sunshine of your happiness'],"['basking in the sunshine of your happiness', 'Focus on the parts of your dream that feel believable']",['Noun(S) of Noun(T)'],['Focus on the parts of your dream...'],
